region,province,city,barangay,precinct,position,candidate,votes,percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,109 PAMILYANG MAGSASAKA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,110 COOP NATCCO,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,111 FRONTLINERS ANG BIDA,3,0.68 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,112 KASAMA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,113 AKO BISDAK,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,114 GP PARTY,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,115 BAHAY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,116 MAGSASAKA,2,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,117 MARINO,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,118 UNITED FRONTLINERS,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,119 L.O.G.R.O. KUSINERO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,120 BPO,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,121 ABANG LINGKOD,125,28.47 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,122 KUSUG TAUSUG,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,123 PLM,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,124 OK PARTYLIST,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,125 A TEACHER,3,0.68 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,126 PASADA-CC,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,127 OFW FAMILY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,128 ANGKLA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,129 COCOMAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,130 ACT AS ONE,3,0.68 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,131 AKO ILOCANO AKO,11,2.50 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,132 TRABAHO,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,133 PATROL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,134 AKO PADAYON,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,135 ABONO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,136 MANILA TEACHERS,2,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,137 KOOP-KAMPI,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,138 MAYPAGASA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,139 PVAID,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,140 TUTOK TO WIN,2,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,141 BAYAN MUNA,5,1.13 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,142 API,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,143 ARTE,2,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,144 ASAP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,145 BUNYOG,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,146 AKBAYAN,3,0.68 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,147 DAMAYAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,148 WIFI,2,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,149 CANCER PARTY LIST,4,0.91 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,150 1-ANG EDUKASYON,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,151 UFCC,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,152 AGRI,2,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,153 MAHARLIKA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,154 ANAKPAWIS,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,155 1TAHANAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,156 TURISMO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,157 APEC,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,158 SENIOR CITIZENS PARTYLIST,6,1.36 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,159 AASENSO,2,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,160 AMIN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,161 1-PACMAN,5,1.13 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,162 ABB-NFCPI,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,163 AN WARAY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,164 AP PARTYLIST,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,165 AKAP PINOY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,166 BUHAY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,167 ARISE,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,168 IWI,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,169 ANG TINIG NG SENIORS,2,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,170 LBP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,171 IPEACE EPANAW,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,172 APAT-DAPAT,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,173 UMA ILONGGO,2,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,174 AYUDA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,175 SAMBAYANAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,176 AKO BREEDER,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,177 FPJ,1,0.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,PARTYLIST,178 LIBRO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,REP,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,REP,"ATAYDE, DAN (IND)",234,38.67 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,REP,"DAVID, WILLY (IND)",1,0.16 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,REP,"GASATAYA, GREG (NPC)",364,60.16 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,REP,"GUSTILO, ROMY (IND)",3,0.49 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,REP,"SAN MIGUEL, NONONG (PDDS)",3,0.49 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,MAYOR,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,MAYOR,"BENITEZ, ALBEE (PDPLBN)",319,49.76 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,MAYOR,"LEONARDIA, BING (NP)",322,50.23 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,VICE_MAYOR,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,VICE_MAYOR,"DISTRITO, CAESAR (PDPLBN)",174,29.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,VICE_MAYOR,"FAMILIARAN, EL CID (NP)",323,53.83 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,VICE_MAYOR,"GAMBOA, WILSON JR. (IND)",103,17.16 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"ANG, EM (NP)",327,5.31 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"ARROYO, ALAN (IND)",35,0.56 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"AUJERO, JORGE THE WISE (IND)",13,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"BAIS, HOMER (PDPLBN)",193,3.13 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"BARIBAR, ARCHIE (PROMDI)",294,4.78 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"BELARIO, 007 (IND)",8,0.13 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"BELORIA, TOTO CESAR (IND)",73,1.18 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"CONTRERAS, LR (PRP)",19,0.30 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"DIAZ, JONATHAN JR. (NP)",166,2.70 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"DISTRITO, SIMPLE (PDPLBN)",202,3.28 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"ESPINO, AL (NPC)",209,3.39 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"FLOR, CELIA (IND)",204,3.31 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"GICO, VIC (IND)",12,0.19 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"GONZALEZ, VLADI (PDPLBN)",235,3.82 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"GUILLEM, ED (NP)",205,3.33 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"HERMOSURA, BONG (IND)",31,0.50 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"JAUOD, JIFFY (IND)",15,0.24 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"LACSON, PATRICK (PDPLBN)",182,2.96 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"LOPEZ, CARL (NP)",261,4.24 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"MAYO, MARK STEVEN (NPC)",36,0.58 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"MONTALVO, CASH (NP)",218,3.54 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"NACIONALES, FERMIN (IND)",13,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"NOVERO, RENECITO (NP)",303,4.92 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"OROLA, BART (PDPLBN)",193,3.13 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"PADIOS, EDUARDO (PPM)",39,0.63 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"PUENTEVELLA, KALAW (PROMDI)",221,3.59 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"RAMOS, DINDO (NP)",288,4.68 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"ROJAS, CINDY (NP)",327,5.31 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"SALANGA, ISRAEL (NP)",329,5.35 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"SAYSON, THADDY (PDPLBN)",262,4.26 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"SOLIDUM, MARLON (NPC)",221,3.59 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"SORONGON, CHRIS (NP)",243,3.95 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"SY, PAO (NPC)",203,3.30 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"TAN, CANO GWAPO (AKSYON)",120,1.95 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"VERDEFLOR, SONYA (UNEGA)",175,2.84 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"VILLAFUERTE, RICO (IND)",38,0.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"VILLAROSA, JASON (LAKAS)",202,3.28 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010369,SP,"WEBER, CHRISTIAN (IND)",33,0.53 %
region,province,city,barangay,precinct,position,candidate,votes,percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,"ABELLA, ERNIE (IND)",2,0.29 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,"DE GUZMAN, LEODY (PLM)",3,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,"DOMAGOSO, ISKO MORENO (AKSYON)",25,3.63 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,"GONZALES, NORBERTO (PDSP)",1,0.14 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,"LACSON, PING (PDR)",17,2.47 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,"MANGONDATO, FAISAL (KTPNAN)",0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,"MARCOS, BONGBONG (PFP)",270,39.24 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,"MONTEMAYOR, JOSE JR. (DPP)",0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,"PACQUIAO, MANNY PACMAN(PROMDI)",30,4.36 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,PRESIDENT,"ROBREDO, LENI (IND)",340,49.41 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,VICE_PRESIDENT,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,VICE_PRESIDENT,"ATIENZA, LITO (PROMDI)",5,0.73 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,VICE_PRESIDENT,"BELLO, WALDEN (PLM)",4,0.59 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,VICE_PRESIDENT,"DAVID, RIZALITO (DPP)",1,0.14 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,VICE_PRESIDENT,"DUTERTE, SARA (LAKAS)",255,37.72 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,VICE_PRESIDENT,"LOPEZ, MANNY SD (WPP)",0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,VICE_PRESIDENT,"ONG, DOC WILLIE (AKSYON)",31,4.58 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,VICE_PRESIDENT,"PANGILINAN, KIKO (LP)",236,34.91 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,VICE_PRESIDENT,"SERAPIO, CARLOS (KTPNAN)",0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,VICE_PRESIDENT,"SOTTO, VICENTE TITO (NPC)",144,21.30 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"AFUANG, ABNER (IND)",11,0.16 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"ALBANI, IBRAHIM (WPP)",8,0.12 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"ARRANZA, MANG JESS (IND)",6,0.09 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"BAGUILAT, TEDDY (LP)",105,1.60 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"BAILEN, AGNES (IND)",6,0.09 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"BALITA, CARL (AKSYON)",52,0.79 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"BARBO, LUTZ (PDPLBN)",5,0.07 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"BAUTISTA, HERBERT BISTEK (NPC)",158,2.41 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"BELGICA, GRECO (PDDS)",31,0.47 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"BELLO, SILVESTRE JR. (PDPLBN)",22,0.33 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"BINAY, JOJO (UNA)",118,1.80 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"CABONEGRO, ROY (PLM)",12,0.18 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"CASTRICIONES, BRO JOHN(PDPLBN)",4,0.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"CAYETANO, ALAN PETER (IND)",260,3.97 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"CHAVEZ, MELCHOR (WPP)",24,0.36 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"COLMENARES, NERI (MKBYN)",243,3.71 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"D'ANGELO, DAVID (PLM)",8,0.12 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"DE LIMA, LEILA (LP)",185,2.82 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"DEL ROSARIO, MONSOUR (PDR)",83,1.26 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"DIAZ, DING (PPP)",10,0.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"DIOKNO, CHEL (KANP)",267,4.08 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"EJERCITO, JV ESTRADA (NPC)",181,2.76 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"ELEAZAR, GEN. GUILLERMO (PDR)",175,2.67 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"EREÑO, BRO. ERNIE (PM)",5,0.07 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"ESCUDERO, CHIZ (NPC)",311,4.75 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"ESPIRITU, LUKE (PLM)",129,1.97 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"ESTRADA, JINGGOY (PMP)",123,1.87 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"FALCONE, BAL FALCON (DPP)",7,0.10 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"GADON, LARRY (KBL)",113,1.72 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"GATCHALIAN, WIN (NPC)",266,4.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"GORDON, WOW DICK (BVNP)",221,3.37 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"GUTOC, SAMIRA (AKSYON)",27,0.41 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"HONASAN, GRINGO (IND)",135,2.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"HONTIVEROS, RISA (AKBAYAN)",339,5.18 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"JAVELLANA, RJ (IND)",14,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"KIRAM, NUR-MAHAL (IND)",8,0.12 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"LABOG, ELMER (MKBYN)",30,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"LACSON, KUYA ALEX (KP)",182,2.78 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"LANGIT, REY (PDPLBN)",13,0.19 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"LEGARDA, LOREN (NPC)",334,5.10 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"LIM, ARIEL (IND)",4,0.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"MALLILLIN, EMILY (PPM)",6,0.09 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"MARCOLETA, RODANTE (PDPLBN)",40,0.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"MARCOS, FRANCIS LEO (IND)",42,0.64 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"MATULA, SONNY (IND)",72,1.10 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"MINDALANO-ADAM,MARIETA(KTPNAN)",4,0.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"OLARTE, ATTY/DR. LEO (BIGKIS)",8,0.12 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"PADILLA, DRA. MINGUITA (PDR)",58,0.88 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010370,SENATOR,"PADILLA, ROBIN (PDPLBN)",216,3.30 %
