region,province,city,barangay,precinct,position,candidate,votes,percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"BINAY, JOJO (UNA)",91,1.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"CABONEGRO, ROY (PLM)",16,0.24 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"CASTRICIONES, BRO JOHN(PDPLBN)",7,0.10 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"CAYETANO, ALAN PETER (IND)",222,3.42 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"CHAVEZ, MELCHOR (WPP)",3,0.04 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"COLMENARES, NERI (MKBYN)",292,4.49 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"D'ANGELO, DAVID (PLM)",8,0.12 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"DE LIMA, LEILA (LP)",226,3.48 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"DEL ROSARIO, MONSOUR (PDR)",87,1.34 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"DIAZ, DING (PPP)",7,0.10 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"DIOKNO, CHEL (KANP)",306,4.71 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"EJERCITO, JV ESTRADA (NPC)",171,2.63 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"ELEAZAR, GEN. GUILLERMO (PDR)",187,2.88 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"EREÑO, BRO. ERNIE (PM)",4,0.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"ESCUDERO, CHIZ (NPC)",295,4.54 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"ESPIRITU, LUKE (PLM)",174,2.68 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"ESTRADA, JINGGOY (PMP)",65,1.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"FALCONE, BAL FALCON (DPP)",3,0.04 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"GADON, LARRY (KBL)",93,1.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"GATCHALIAN, WIN (NPC)",242,3.72 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"GORDON, WOW DICK (BVNP)",281,4.33 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"GUTOC, SAMIRA (AKSYON)",37,0.57 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"HONASAN, GRINGO (IND)",119,1.83 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"HONTIVEROS, RISA (AKBAYAN)",335,5.16 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"JAVELLANA, RJ (IND)",3,0.04 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"KIRAM, NUR-MAHAL (IND)",3,0.04 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"LABOG, ELMER (MKBYN)",27,0.41 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"LACSON, KUYA ALEX (KP)",219,3.37 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"LANGIT, REY (PDPLBN)",9,0.13 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"LEGARDA, LOREN (NPC)",292,4.49 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"LIM, ARIEL (IND)",4,0.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"MALLILLIN, EMILY (PPM)",3,0.04 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"MARCOLETA, RODANTE (PDPLBN)",32,0.49 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"MARCOS, FRANCIS LEO (IND)",25,0.38 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"MATULA, SONNY (IND)",107,1.64 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"MINDALANO-ADAM,MARIETA(KTPNAN)",2,0.03 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"OLARTE, ATTY/DR. LEO (BIGKIS)",5,0.07 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"PADILLA, DRA. MINGUITA (PDR)",45,0.69 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"PADILLA, ROBIN (PDPLBN)",167,2.57 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"PANELO, SAL PANALO (PDPLBN)",76,1.17 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"PIMENTEL, ASTRA (PDPLBN)",25,0.38 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"PIÑOL, MANNY (NPC)",53,0.81 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"RICABLANCA, WILLIE JR. (PM)",3,0.04 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"ROQUE, HARRY SPOX (PRP)",110,1.69 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"SAHIDULLA, LADY ANNE (PDDS)",2,0.03 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"SISON, JOPET (AKSYON)",28,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"TEODORO, GIBO (PRP)",259,3.99 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"TRILLANES, ANTONIO IV (LP)",246,3.79 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"TULFO, IDOL RAFFY (IND)",232,3.57 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"VALEROS, REY (IND)",5,0.07 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"VILLANUEVA,JOEL TESDAMAN (IND)",256,3.94 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"VILLAR, MARK (NP)",227,3.49 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"ZUBIAGA, CARMEN (IND)",33,0.50 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,SENATOR,"ZUBIRI, MIGZ (IND)",330,5.08 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,01 KAMALAYAN,2,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,02 KM NGAYON NA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,03 PSIS,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,04 AGAP,2,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,05 KABAYAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,06 HOME OWNER,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,07 KAPUSO-PM,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,08 PDP CARES,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,09 MARVELOUS TAYO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,10 AKO OFW,3,0.64 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,11 UNITED SENIOR CITIZEN,11,2.36 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,12 WOW PILIPINAS,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,13 ALTERNATIBA,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,14 1-RIDER PARTYLIST,6,1.29 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,15 1-CARE,3,0.64 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,16 ABP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,17 AKO MUSIKERO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,18 AKO BICOL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,19 PRAI,5,1.07 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,20 4PS,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,21 MAAGAP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,22 ABANTE PILIPINAS,4,0.86 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,23 AKTIBONG KAAGAPAY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,24 ALSA BISAYA,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,25 PROBINSYANO AKO,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,26 YACAP,8,1.72 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,27 MAGDALO,5,1.07 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,28 ACT-CIS,21,4.51 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,29 HUGPONG FEDERAL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,30 TGP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,31 ONE COOP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,32 BARKADAHAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,33 DUMPER PTDA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,34 MALABUNG,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,35 BH (BAGONG HENERASYON),1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,36 AKMA-PTM,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,37 IPATUPAD,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,38 PINUNO,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,39 LPGMA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,40 CLICK PARTY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,41 TODA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,42 BHW,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,43 MALASAKIT@BAYANIHAN,22,4.73 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,44 ABS,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,45 PASAHERO PARTYLIST,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,46 ANGAT,9,1.93 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,47 SOLID-CHANGE,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,48 BICOL SARO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,49 OFW,6,1.29 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,50 ANG PROBINSIYANO,5,1.07 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,51 ANAKALUSUGAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,52 PBA,2,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,53 PEACE,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,54 P3PWD,47,10.10 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,55 S.M.I.L.E,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,56 AAMBIS-OWA,2,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,57 BUTIL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,58 LUNAS,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,59 ANG KOMADRONA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,60 KABAKA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,61 SAGIP,2,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,62 ANG KABUHAYAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,63 AKO I.P.,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,64 PHILRECA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,65 BABAE AKO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,66 KB,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,67 GABRIELA,13,2.79 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,68 KALINGA,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,69 STL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,70 RECOBODA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,71 ANGAT PINOY,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,72 ANAC-IP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,73 DIWA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,74 ASENSO PINOY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,75 PPP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,76 PAMILYA MUNA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,77 AYUDA SANDUGO,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,78 BUKLOD FILIPINO,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,79 BTS,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,80 MOCHA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,81 ACT TEACHERS,7,1.50 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,82 ALONA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,83 KABALIKAT,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,84 ALIF,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,85 1-UTAP BICOL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,86 TINGOG,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,87 H.E.L.P. PILIPINAS,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,88 TUCP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,89 PTA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,90 AGIMAT,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,91 KONTRA BROWNOUT,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,92 TULUNGAN TAYO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,93 DUTERTE YOUTH,7,1.50 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,94 ABEKA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,95 KABATAAN,8,1.72 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,97 ACTS-OFW,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,98 RAM,7,1.50 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,99 USWAG ILONGGO,26,5.59 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,100 AKO BISAYA,4,0.86 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,101 KAPAMILYA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,102 PUSONG PINOY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,103 CWS,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,104 SILBI,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,105 CIBAC,4,0.86 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,106 SUBANEN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,107 AKKK,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,108 BG PARTY-LIST,2,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,109 PAMILYANG MAGSASAKA,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,110 COOP NATCCO,4,0.86 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,111 FRONTLINERS ANG BIDA,4,0.86 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,112 KASAMA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,113 AKO BISDAK,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,114 GP PARTY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,115 BAHAY,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,116 MAGSASAKA,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,117 MARINO,4,0.86 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,118 UNITED FRONTLINERS,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,119 L.O.G.R.O. KUSINERO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,120 BPO,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,121 ABANG LINGKOD,87,18.70 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,122 KUSUG TAUSUG,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,123 PLM,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,124 OK PARTYLIST,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,125 A TEACHER,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,126 PASADA-CC,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,127 OFW FAMILY,3,0.64 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,128 ANGKLA,4,0.86 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,129 COCOMAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,130 ACT AS ONE,2,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,131 AKO ILOCANO AKO,7,1.50 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,132 TRABAHO,2,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,133 PATROL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,134 AKO PADAYON,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,135 ABONO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,136 MANILA TEACHERS,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,137 KOOP-KAMPI,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,138 MAYPAGASA,1,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,139 PVAID,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,140 TUTOK TO WIN,3,0.64 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,141 BAYAN MUNA,14,3.01 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,142 API,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,143 ARTE,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010376,PARTYLIST,144 ASAP,0,0.00 %
